competitor_id,name,country,country_code,abbreviation
sr:competitor:938101,"Pareja, Julieta",USA,USA,PAR
sr:competitor:118526,"Wolff, Vivian",USA,USA,WOL
sr:competitor:904005,"Ibragimova, Alevtina",Neutral,,IBR
sr:competitor:831284,"Kuramochi, Miho",Japan,JPN,KUR
sr:competitor:319349,"Rouvroy, Margaux",France,FRA,ROU
sr:competitor:624838,"Shi, Han",China,CHN,SHI
sr:competitor:658439,"Khomutsianskaya, Daria",Neutral,,KHO
sr:competitor:255031,"Niemeier, Jule",Germany,DEU,NIE
sr:competitor:213144,"Lemaitre, Tiphanie",France,FRA,LEM
sr:competitor:1076038,"Pohankova, Mia",Slovakia,SVK,POH
sr:competitor:222546,"Kuzmova, Katarina",Slovakia,SVK,KUZ
sr:competitor:198092,"Morvayova, Viktoria",Slovakia,SVK,MOR
sr:competitor:366114,"Avanesyan, Elina",Armenia,ARM,AVA
sr:competitor:343066,"Hosogi, Sakura",Japan,JPN,HOS
sr:competitor:499484,"Montgomery, Robin",USA,USA,MON
sr:competitor:915129,"Jamrichova, Renata",Slovakia,SVK,JAM
sr:competitor:739667,"Pedone, Giorgia",Italy,ITA,PED
sr:competitor:445291,"Astakhova, Darya",Neutral,,AST
sr:competitor:299308,"Smith, Tina Nadine",Australia,AUS,SMI
sr:competitor:603102,"Banks, Amarni",Great Britain,GBR,BAN
sr:competitor:44417,"Bosio, Victoria",Argentina,ARG,BOS
sr:competitor:720627,"Senic, Natalija",Serbia,SRB,SEN
sr:competitor:731427,"Micic, Elena",Australia,AUS,MIC
sr:competitor:208125,"Liang, En-Shuo",Chinese Taipei,TPE,LIA
sr:competitor:55309,"Lee, Gabriela",Romania,ROU,LEE
sr:competitor:731379,"Geerlings Martinez, Ariana",Spain,ESP,GEE
sr:competitor:1045543,"Bennemann, Eva",Germany,DEU,BEN
sr:competitor:122630,"Andrianjafitrimo, Tessah",France,FRA,AND
sr:competitor:299270,"Martinez Cirez, Carlota",Spain,ESP,MAR
sr:competitor:420819,"Shaikh, Hibah",USA,USA,SHA
sr:competitor:19610,"Brengle, Madison",USA,USA,BRE
sr:competitor:244216,"Giavara, Haley",USA,USA,GIA
sr:competitor:104929,"Tona, Miriana",Italy,ITA,TON
sr:competitor:858867,"Pace, Francesca",Italy,ITA,PAC
sr:competitor:137948,"Chang, Hanna",USA,USA,CHA
sr:competitor:18298,"Zvonareva, Vera",Neutral,,ZVO
sr:competitor:52025,"Wang, Yafan",China,CHN,WAN
sr:competitor:524486,"Monnot , Amandine",France,FRA,MON
sr:competitor:450331,"Granwehr, Alina",Switzerland,CHE,GRA
sr:competitor:257691,"Hennemann, Caijsa Wilda",Sweden,SWE,HEN
sr:competitor:535801,"Schunk, Nastasja",Germany,DEU,SCH
sr:competitor:783792,"Kabbaj, Yasmine",Morocco,MAR,KAB
sr:competitor:342788,"Curmi, Francesca",Malta,MLT,CUR
sr:competitor:981745,"Ekstrand, Monika",USA,USA,EKS
sr:competitor:880229,"Cayetano, Eryn",USA,USA,CAY
sr:competitor:98105,"Matoula, Martha",Greece,GRC,MAT
sr:competitor:686597,"Pavlova, Kira",Neutral,,PAV
sr:competitor:83607,"Capurro Taborda, Martina",Argentina,ARG,CAP
sr:competitor:588069,"Bai, Zhuoxuan",China,CHN,BAI
sr:competitor:226092,"Shimizu, Eri",Japan,JPN,SHI
sr:competitor:111149,"Samir, Sandra",Egypt,EGY,SAM
sr:competitor:75825,"Bektas, Emina",USA,USA,BEK
sr:competitor:95853,"Pieri, Tatiana",Italy,ITA,PIE
sr:competitor:843378,"Perez Alarcon, Lucciana",Peru,PER,PER
sr:competitor:47876,"Shinikova, Isabella",Bulgaria,BGR,SHI
sr:competitor:148276,"Zheng, Wushuang",China,CHN,ZHE
sr:competitor:325837,"Sakellaridi, Sapfo",Greece,GRC,SAK
sr:competitor:52691,"Zhao, Carol",Canada,CAN,ZHA
sr:competitor:875507,"Voloshchuk, Angelina",Portugal,PRT,VOL
sr:competitor:52533,"Jakupovic, Dalila",Slovenia,SVN,JAK
sr:competitor:410299,"Cherubini, Diletta",Italy,ITA,CHE
sr:competitor:71284,"Bains, Naiktha",Great Britain,GBR,BAI
sr:competitor:433758,"Wei, Sijia",China,CHN,WEI
sr:competitor:157368,"Kazionova, Ekaterina",Neutral,,KAZ
sr:competitor:772918,"Diaz Adrover, Cristina",Spain,ESP,DIA
sr:competitor:509086,"Glushkova, Denislava",Bulgaria,BGR,GLU
sr:competitor:278943,"Lansere, Sofya",Neutral,,LAN
sr:competitor:723099,"Ewald, Weronika",Poland,POL,EWA
sr:competitor:831262,"Yamalapalli, Sahaja",India,IND,YAM
sr:competitor:209716,"Mansouri, Yasmine",France,FRA,MAN
sr:competitor:20354,"Buyukakcay, Cagla",Turkiye,TUR,BUY
sr:competitor:120666,"Stojanovic, Nina",Serbia,SRB,STO
sr:competitor:283489,"Imamura, Saki",Japan,JPN,IMA
sr:competitor:782066,"Lew Yan Foon, Astrid",France,FRA,LEW
sr:competitor:967949,"Adkar, Vaishnavi",India,IND,ADK
sr:competitor:226644,"Topalova, Gergana",Bulgaria,BGR,TOP
sr:competitor:496316,"Gimbrere, Jasmijn",Netherlands,NLD,GIM
sr:competitor:496378,"Yamazaki, Ikumi",Japan,JPN,YAM
sr:competitor:319461,"Hu, Victoria",USA,USA,VIC
sr:competitor:534517,"Blokhina, Alexis",USA,USA,BLO
sr:competitor:79315,"Colmegna, Martina",Italy,ITA,COL
sr:competitor:898045,"Sidorova, Kristiana",Neutral,,SID
sr:competitor:728507,"Dudeney, Alicia",Great Britain,GBR,DUD
sr:competitor:1020859,"Pawlikowska,  Zuzanna",Poland,POL,PAW
sr:competitor:138654,"Duerst, Jenny",Switzerland,CHE,DUE
sr:competitor:54397,"Tig, Patricia Maria",Romania,ROU,TIG
sr:competitor:100341,"Bolkvadze, Mariam",Georgia,GEO,BOL
sr:competitor:164852,"Okalova, Martina",Slovakia,SVK,OKA
sr:competitor:329009,"Ryser, Valentina",Switzerland,CHE,RYS
sr:competitor:78785,"Rodriguez, Victoria",Mexico,MEX,ROD
sr:competitor:120722,"Alhussein Abdel Aziz, Lamis",Egypt,EGY,ALH
sr:competitor:853745,"Vergara Rivera, Antonia",Chile,CHL,VER
sr:competitor:927441,"Paganetti, Vittoria",Italy,ITA,PAG
sr:competitor:143146,"Smith, Alana",USA,USA,SMI
sr:competitor:25822,"Shapatava, Sofia",Georgia,GEO,SHA
sr:competitor:960137,"Ren, Yufei",China,CHN,REN
sr:competitor:189384,"Kulambayeva, Zhibek",Kazakhstan,KAZ,KUL
sr:competitor:52388,"Hesse, Amandine",France,FRA,HES
sr:competitor:92877,"Fossa Huergo, Nicole",Argentina,ARG,FOS
sr:competitor:292540,"Matsuda, Misaki",Japan,JPN,MAT
sr:competitor:352808,"Chanta, Anchisa",Thailand,THA,CHA
sr:competitor:476218,"Kawaguchi, Natsumi",Japan,JPN,KAW
sr:competitor:227490,"Tubello, Alice",France,FRA,TUB
sr:competitor:459317,"Nugroho, Priska Madelyn",Indonesia,IDN,NUG
sr:competitor:183957,"Kobori, Momoko",Japan,JPN,KOB
sr:competitor:745799,"Urgesi, Federica",Italy,ITA,URG
sr:competitor:849553,"Yao, Xinxin",China,CHN,YAO
sr:competitor:203893,"Kucmova, Aneta",Czechia,CZE,KUC
sr:competitor:195408,"Shimizu, Ayano",Japan,JPN,SHI
sr:competitor:517274,"Rajecki, Amelia",Great Britain,GBR,RAJ
sr:competitor:120664,"Pedretti, Thaisa Grana",Brazil,BRA,PED
sr:competitor:43502,"Lu, Jia-Jing",China,CHN,JIA
sr:competitor:158636,"Prisacariu, Andreea",Romania,ROU,PRI
sr:competitor:286459,"Allen, Victoria",Great Britain,GBR,ALL
sr:competitor:473937,"Reasco Gonzalez, Mell Elizabeth",Ecuador,ECU,REA
sr:competitor:280635,"Schmidt, Antonia",Germany,DEU,SCH
sr:competitor:107327,"In-Albon, Ylena",Switzerland,CHE,IN-
sr:competitor:73448,"Cheapchandej, Patcharin",Thailand,THA,CHE
sr:competitor:345070,"Arseneault, Ariana",Canada,CAN,ARS
sr:competitor:262701,"Hodzic, Mina",Germany,DEU,HOD
sr:competitor:393654,"Dmitruk, Kristina",Neutral,,DMI
sr:competitor:1186895,"Liutova, Kristina",Neutral,,LIU
sr:competitor:842594,"Li, Zongyu",China,CHN,ZON
sr:competitor:770242,"Basiletti, Noemi",Italy,ITA,BAS
sr:competitor:927551,"Koike, Ena",Japan,JPN,KOI
sr:competitor:172590,"Burrage, Jodie",Great Britain,GBR,BUR
sr:competitor:448093,"Martynov, Diana",France,FRA,MAR
sr:competitor:722877,"Ciric-Bagaric, Lucija",Croatia,HRV,CIR
sr:competitor:190882,"Aiava, Destanee",Australia,AUS,AIA
sr:competitor:52183,"Bara, Irina Maria",Romania,ROU,BARA
sr:competitor:586741,"Berecoechea, Nahia",France,FRA,BER
sr:competitor:315623,"Wang, Jiaqi",China,CHN,WAN
sr:competitor:513582,"Chaudhari, Vaidehi",India,IND,CHA
sr:competitor:960043,"Zolotareva, Rada",Neutral,,ZOL
sr:competitor:431743,"Okutoyi, Angella",Kenya,KEN,OKU
sr:competitor:414533,"Abbagnato, Anastasia",Italy,ITA,ABB
sr:competitor:804342,"Stoiber, Ranah Akua",Great Britain,GBR,STO
sr:competitor:185412,"Labrana, Fernanda",Chile,CHL,LAB
sr:competitor:1027515,"Du Pree, Britt",Netherlands,NLD,DU
sr:competitor:168526,"Appleton, Emily",Great Britain,GBR,APP
sr:competitor:50643,"Lukas, Tena",Croatia,HRV,LUK
sr:competitor:160530,"Seibold, Emily",Germany,DEU,SEI
sr:competitor:194690,"Mateas, Maria",USA,USA,MAT
sr:competitor:152106,"Zaar, Lisa",Sweden,SWE,ZAA
sr:competitor:355958,"Visscher, Stephanie Judith",Netherlands,NLD,VIS
sr:competitor:134342,"Cengiz, Berfu",Turkiye,TUR,CEN
sr:competitor:1222991,"Kovackova, Jana",Czechia,CZE,KOV
sr:competitor:258719,"Teixido Garcia, Aran",Spain,ESP,TEI
sr:competitor:664357,"Mushika, Mio",Japan,JPN,MUS
sr:competitor:1008651,"Adams, Julia",USA,USA,ADA
sr:competitor:868599,"McDonald, Ella",Great Britain,GBR,MCD
sr:competitor:829748,"Kotliar, Yelyzaveta",Ukraine,UKR,KOT
sr:competitor:890199,"Dencheva, Rositsa",Bulgaria,BGR,DEN
sr:competitor:915371,"van Den Broek, Isis Louise",Netherlands,NLD,VAN
sr:competitor:418447,"Sieg, Madison",USA,USA,SIE
sr:competitor:517006,"Martinez Vaquero, Maria",Spain,ESP,MAR
sr:competitor:836764,"Lim, Jenny",France,FRA,LIM
sr:competitor:282057,"Guo, Meiqi",China,CHN,GUO
sr:competitor:967809,"Subasic, Alana",Australia,AUS,SUB
sr:competitor:783610,"Markus, Carla",Argentina,ARG,MAR
sr:competitor:82609,"Grammatikopoulou, Valentini",Greece,GRC,GRA
sr:competitor:214264,"Burgic, Ema",Bosnia & Herzegovina,BIH,BUR
sr:competitor:950977,"Roura Llaverias, Ruth",Spain,ESP,ROU
sr:competitor:348196,"Amariei, Ilinca Dalina",Romania,ROU,AMA
sr:competitor:418139,"Lollia, Mathilde",France,FRA,LOL
sr:competitor:265553,"Naito, Yuki",Japan,JPN,NAI
sr:competitor:315567,"Mazzola, Alessandra",Italy,ITA,MAZ
sr:competitor:72868,"Liu, Fangzhou",China,CHN,LIU
sr:competitor:930033,"Encheva, Lidia",Bulgaria,BGR,ENC
sr:competitor:1115539,"Panshina, Varvara",Neutral,,PAN
sr:competitor:942017,"Kokkinis, Tahlia",Australia,AUS,KOK
sr:competitor:409673,"Zelnickova, Radka",Slovakia,SVK,ZEL
sr:competitor:448089,"Dittmann, Gina Marie",Germany,DEU,DIT
sr:competitor:948095,"Crossley, Mayu",Japan,JPN,CRO
sr:competitor:102637,"McAdoo, Rasheeda",USA,USA,MCA
sr:competitor:677415,"Dols, Sara",Spain,ESP,DOL
sr:competitor:41372,"Davis, Lauren",USA,USA,DAV
sr:competitor:819750,"Khayrutdinova, Ekaterina",Neutral,,KHA
